"","subj","item","pos","word","RT","newCond","newSubj"
"1639",12,18,12,"geheiratet.",326,"b","S108"
"1694",12,31,0,"Die",203,"b","S108"
"1695",12,31,1,"Gärtnerin",305,"b","S108"
"1696",12,31,2,"des",256,"b","S108"
"1697",12,31,3,"Bankers,",271,"b","S108"
"1698",12,31,4,"der",245,"b","S108"
"1699",12,31,5,"andauernd",291,"b","S108"
"1700",12,31,6,"heftige",295,"b","S108"
"1701",12,31,7,"Migräne",592,"b","S108"
"1702",12,31,8,"hatte,",385,"b","S108"
"1703",12,31,9,"war",393,"b","S108"
"1704",12,31,10,"nicht",375,"b","S108"
"1705",12,31,11,"besonders",293,"b","S108"
"1706",12,31,12,"gesprächig.",304,"b","S108"
"1742",12,19,0,"Die",321,"b","S108"
"1743",12,19,1,"Anwältin",342,"b","S108"
"1744",12,19,2,"des",289,"b","S108"
"1745",12,19,3,"Angeklagten,",317,"b","S108"
"1746",12,19,4,"der",276,"b","S108"
"1747",12,19,5,"kein",290,"b","S108"
"1748",12,19,6,"bisschen",253,"b","S108"
"1749",12,19,7,"Anstand",256,"b","S108"
"1750",12,19,8,"hatte,",238,"b","S108"
"1751",12,19,9,"hat",270,"b","S108"
"1752",12,19,10,"sich",299,"b","S108"
"1753",12,19,11,"verspätet.",250,"b","S108"
"3636",6,2,0,"Die",520,"c","S109"
"3637",6,2,1,"Buchhalterin",859,"c","S109"
"3638",6,2,2,"des",447,"c","S109"
"3639",6,2,3,"Unternehmers,",638,"c","S109"
"3640",6,2,4,"der",434,"c","S109"
"3641",6,2,5,"viel",498,"c","S109"
"3642",6,2,6,"goldenen",619,"c","S109"
"3643",6,2,7,"Schmuck",570,"c","S109"
"3644",6,2,8,"hat,",511,"c","S109"
"3645",6,2,9,"hat",459,"c","S109"
"3646",6,2,10,"momentan",579,"c","S109"
"3647",6,2,11,"Urlaub.",468,"c","S109"
"3689",6,26,0,"Die",404,"c","S109"
"3690",6,26,1,"Freundin",424,"c","S109"
"3691",6,26,2,"des",415,"c","S109"
"3692",6,26,3,"Tänzers,",441,"c","S109"
"3693",6,26,4,"die",492,"c","S109"
"3694",6,26,5,"eine",781,"c","S109"
"3695",6,26,6,"unheilbare",492,"c","S109"
"3696",6,26,7,"Krankheit",547,"c","S109"
"3697",6,26,8,"hatte,",470,"c","S109"
"3698",6,26,9,"hört",443,"c","S109"
"3699",6,26,10,"gerne",479,"c","S109"
"3700",6,26,11,"Rockmusik.",470,"c","S109"
"3737",6,14,0,"Die",447,"c","S109"
"3738",6,14,1,"Klassenlehrerin",605,"c","S109"
"3739",6,14,2,"des",471,"c","S109"
"3740",6,14,3,"Schülers,",543,"c","S109"
"3741",6,14,4,"die",571,"c","S109"
"3742",6,14,5,"mehrere",473,"c","S109"
"3743",6,14,6,"langhaarige",498,"c","S109"
"3744",6,14,7,"Hunde",549,"c","S109"
"3745",6,14,8,"hatte,",510,"c","S109"
"3746",6,14,9,"mag",453,"c","S109"
"3747",6,14,10,"ausgefallene",422,"c","S109"
"3748",6,14,11,"Brillen.",847,"c","S109"
"3798",6,15,0,"Die",463,"c","S109"
"3799",6,15,1,"Angestellte",532,"c","S109"
"3800",6,15,2,"des",397,"c","S109"
"3801",6,15,3,"Bäckers,",443,"c","S109"
"3802",6,15,4,"die",383,"c","S109"
"3803",6,15,5,"regelmässig",566,"c","S109"
"3804",6,15,6,"starke",411,"c","S109"
"3805",6,15,7,"Hustenanfälle",603,"c","S109"
"3806",6,15,8,"hat,",522,"c","S109"
"3807",6,15,9,"überlegt",447,"c","S109"
"3808",6,15,10,"zu",458,"c","S109"
"3809",6,15,11,"kündigen.",360,"c","S109"
"3896",6,27,0,"Die",565,"c","S109"
"3897",6,27,1,"Ärztin",436,"c","S109"
"3898",6,27,2,"des",424,"c","S109"
"3899",6,27,3,"Bauern,",436,"c","S109"
"3900",6,27,4,"die",456,"c","S109"
"3901",6,27,5,"weithin",439,"c","S109"
"3902",6,27,6,"bekannte",493,"c","S109"
"3903",6,27,7,"Vorfahren",556,"c","S109"
"3904",6,27,8,"hatte,",495,"c","S109"
"3905",6,27,9,"war",497,"c","S109"
"3906",6,27,10,"sehr",480,"c","S109"
"3907",6,27,11,"neugierig.",502,"c","S109"
"3982",6,3,0,"Die",475,"c","S109"
"3983",6,3,1,"Verlegerin",522,"c","S109"
"3984",6,3,2,"des",388,"c","S109"
"3985",6,3,3,"Autors,",460,"c","S109"
"3986",6,3,4,"die",486,"c","S109"
"3987",6,3,5,"einen",491,"c","S109"
"3988",6,3,6,"österreichischen",599,"c","S109"
"3989",6,3,7,"Akzent",439,"c","S109"
"3990",6,3,8,"hatte,",442,"c","S109"
"3991",6,3,9,"hat",412,"c","S109"
"3992",6,3,10,"sich",417,"c","S109"
"3993",6,3,11,"gemeldet.",406,"c","S109"
"457",10,34,0,"Die",715,"c","S1010"
"458",10,34,1,"Cousine",399,"c","S1010"
"459",10,34,2,"des",437,"c","S1010"
"460",10,34,3,"Schriftstellers,",732,"c","S1010"
"461",10,34,4,"die",855,"c","S1010"
"462",10,34,5,"eine",632,"c","S1010"
"463",10,34,6,"tragische",490,"c","S1010"
"464",10,34,7,"Vergangenheit",679,"c","S1010"
"465",10,34,8,"hatte,",599,"c","S1010"
"466",10,34,9,"fährt",620,"c","S1010"
"467",10,34,10,"einen",498,"c","S1010"
"468",10,34,11,"BMW.",614,"c","S1010"
"495",10,22,0,"Die",285,"c","S1010"
"496",10,22,1,"Tutorin",308,"c","S1010"
"497",10,22,2,"des",301,"c","S1010"
"498",10,22,3,"Studenten,",312,"c","S1010"
"499",10,22,4,"die",529,"c","S1010"
"500",10,22,5,"überschäumend",816,"c","S1010"
"501",10,22,6,"gute",411,"c","S1010"
"502",10,22,7,"Laune",418,"c","S1010"
"503",10,22,8,"hatte,",596,"c","S1010"
"504",10,22,9,"hatte",551,"c","S1010"
"505",10,22,10,"die",487,"c","S1010"
"506",10,22,11,"Regelstudienzeit",1289,"c","S1010"
"507",10,22,12,"schon",512,"c","S1010"
"508",10,22,13,"lange",444,"c","S1010"
"509",10,22,14,"überschritten.",450,"c","S1010"
"585",10,10,0,"Die",450,"c","S1010"
"586",10,10,1,"Sekretärin",618,"c","S1010"
"587",10,10,2,"des",478,"c","S1010"
"588",10,10,3,"Direktors,",469,"c","S1010"
"589",10,10,4,"die",710,"c","S1010"
"590",10,10,5,"außergewöhnlich",514,"c","S1010"
"591",10,10,6,"grosse",499,"c","S1010"
"592",10,10,7,"Ohren",480,"c","S1010"
"593",10,10,8,"hatte,",432,"c","S1010"
"594",10,10,9,"überlegt",484,"c","S1010"
"595",10,10,10,"sich",501,"c","S1010"
"596",10,10,11,"zu",415,"c","S1010"
"597",10,10,12,"kündigen.",512,"c","S1010"
"622",10,11,0,"Die",363,"c","S1010"
"623",10,11,1,"Vertraute",428,"c","S1010"
"624",10,11,2,"des",459,"c","S1010"
"625",10,11,3,"Richters,",466,"c","S1010"
"626",10,11,4,"die",482,"c","S1010"
"627",10,11,5,"viele",445,"c","S1010"
"628",10,11,6,"gute",416,"c","S1010"
"629",10,11,7,"Einfälle",430,"c","S1010"
"630",10,11,8,"hatte,",435,"c","S1010"
"631",10,11,9,"kannte",461,"c","S1010"
"632",10,11,10,"viele",409,"c","S1010"
"633",10,11,11,"Geheimnisse.",450,"c","S1010"
"659",10,35,0,"Die",344,"c","S1010"
"660",10,35,1,"Optikerin",352,"c","S1010"
"661",10,35,2,"des",721,"c","S1010"
"662",10,35,3,"Verkäufers,",416,"c","S1010"
"663",10,35,4,"die",492,"c","S1010"
"664",10,35,5,"eine",367,"c","S1010"
"665",10,35,6,"schwerwiegende",464,"c","S1010"
"666",10,35,7,"Depression",1182,"c","S1010"
"667",10,35,8,"hatte,",567,"c","S1010"
"668",10,35,9,"wurde",653,"c","S1010"
"669",10,35,10,"überfallen.",445,"c","S1010"
"783",10,23,0,"Die",339,"c","S1010"
"784",10,23,1,"Steuerberaterin",439,"c","S1010"
"785",10,23,2,"des",530,"c","S1010"
"786",10,23,3,"Psychologen,",417,"c","S1010"
"787",10,23,4,"die",454,"c","S1010"
"788",10,23,5,"beschämend",469,"c","S1010"
"789",10,23,6,"vernachlässigte",674,"c","S1010"
"790",10,23,7,"Zähne",824,"c","S1010"
"791",10,23,8,"hatte,",419,"c","S1010"
"792",10,23,9,"hat",375,"c","S1010"
"793",10,23,10,"eine",383,"c","S1010"
"794",10,23,11,"Stauballergie.",1706,"c","S1010"
"5032",9,24,0,"Die",308,"c","S1011"
"5033",9,24,1,"Patientin",281,"c","S1011"
"5034",9,24,2,"des",370,"c","S1011"
"5035",9,24,3,"Logopäden,",265,"c","S1011"
"5036",9,24,4,"die",488,"c","S1011"
"5037",9,24,5,"eine",346,"c","S1011"
"5038",9,24,6,"sportliche",300,"c","S1011"
"5039",9,24,7,"Figur",454,"c","S1011"
"5040",9,24,8,"hatte,",355,"c","S1011"
"5041",9,24,9,"spielte",428,"c","S1011"
"5042",9,24,10,"sehr",356,"c","S1011"
"5043",9,24,11,"gerne",362,"c","S1011"
"5044",9,24,12,"Klavier.",429,"c","S1011"
"5106",9,36,0,"Die",329,"c","S1011"
"5107",9,36,1,"Visagistin",302,"c","S1011"
"5108",9,36,2,"des",611,"c","S1011"
"5109",9,36,3,"Bürgermeisters,",442,"c","S1011"
"5110",9,36,4,"die",395,"c","S1011"
"5111",9,36,5,"beeindruckend",414,"c","S1011"
"5112",9,36,6,"viel",394,"c","S1011"
"5113",9,36,7,"Ehrgeiz",390,"c","S1011"
"5114",9,36,8,"hatte,",437,"c","S1011"
"5115",9,36,9,"schrieb",523,"c","S1011"
"5116",9,36,10,"Gedichte.",493,"c","S1011"
"5117",9,11,0,"Die",570,"c","S1011"
"5118",9,11,1,"Vertraute",388,"c","S1011"
"5119",9,11,2,"des",359,"c","S1011"
"5120",9,11,3,"Richters,",394,"c","S1011"
"5121",9,11,4,"die",389,"c","S1011"
"5122",9,11,5,"viele",436,"c","S1011"
"5123",9,11,6,"gute",453,"c","S1011"
"5124",9,11,7,"Einfälle",767,"c","S1011"
"5125",9,11,8,"hatte,",534,"c","S1011"
"5126",9,11,9,"kannte",1066,"c","S1011"
"5127",9,11,10,"viele",946,"c","S1011"
"5128",9,11,11,"Geheimnisse.",2178,"c","S1011"
"5142",9,35,0,"Die",352,"c","S1011"
"5143",9,35,1,"Optikerin",295,"c","S1011"
"5144",9,35,2,"des",466,"c","S1011"
"5145",9,35,3,"Verkäufers,",477,"c","S1011"
"5146",9,35,4,"die",844,"c","S1011"
"5147",9,35,5,"eine",585,"c","S1011"
"5148",9,35,6,"schwerwiegende",460,"c","S1011"
"5149",9,35,7,"Depression",527,"c","S1011"
"5150",9,35,8,"hatte,",464,"c","S1011"
"5151",9,35,9,"wurde",457,"c","S1011"
"5152",9,35,10,"überfallen.",931,"c","S1011"
"5176",9,23,0,"Die",304,"c","S1011"
"5177",9,23,1,"Steuerberaterin",378,"c","S1011"
"5178",9,23,2,"des",532,"c","S1011"
"5179",9,23,3,"Psychologen,",542,"c","S1011"
"5180",9,23,4,"die",408,"c","S1011"
"5181",9,23,5,"beschämend",388,"c","S1011"
"5182",9,23,6,"vernachlässigte",525,"c","S1011"
"5183",9,23,7,"Zähne",509,"c","S1011"
"5184",9,23,8,"hatte,",700,"c","S1011"
"5185",9,23,9,"hat",622,"c","S1011"
"5186",9,23,10,"eine",741,"c","S1011"
"5187",9,23,11,"Stauballergie.",1534,"c","S1011"
"5254",9,12,0,"Die",293,"c","S1011"
"5255",9,12,1,"Schwiegertochter",356,"c","S1011"
"5256",9,12,2,"des",384,"c","S1011"
"5257",9,12,3,"Gittaristen,",507,"c","S1011"
"5258",9,12,4,"die",506,"c","S1011"
"5259",9,12,5,"einen",452,"c","S1011"
"5260",9,12,6,"ausgezeichneten",396,"c","S1011"
"5261",9,12,7,"Geschmack",584,"c","S1011"
"5262",9,12,8,"hatte,",473,"c","S1011"
"5263",9,12,9,"lachte",530,"c","S1011"
"5264",9,12,10,"eigentlich",506,"c","S1011"
"5265",9,12,11,"ständig.",808,"c","S1011"
"10248",21,36,0,"Die",580,"c","S1012"
"10249",21,36,1,"Visagistin",716,"c","S1012"
"10250",21,36,2,"des",548,"c","S1012"
"10251",21,36,3,"Bürgermeisters,",730,"c","S1012"
"10252",21,36,4,"die",578,"c","S1012"
"10253",21,36,5,"beeindruckend",625,"c","S1012"
"10254",21,36,6,"viel",565,"c","S1012"
"10255",21,36,7,"Ehrgeiz",516,"c","S1012"
"10256",21,36,8,"hatte,",577,"c","S1012"
"10257",21,36,9,"schrieb",541,"c","S1012"
"10258",21,36,10,"Gedichte.",781,"c","S1012"
"10312",21,35,0,"Die",548,"c","S1012"
"10313",21,35,1,"Optikerin",551,"c","S1012"
"10314",21,35,2,"des",574,"c","S1012"
"10315",21,35,3,"Verkäufers,",564,"c","S1012"
"10316",21,35,4,"die",503,"c","S1012"
"10317",21,35,5,"eine",553,"c","S1012"
"10318",21,35,6,"schwerwiegende",563,"c","S1012"
"10319",21,35,7,"Depression",543,"c","S1012"
"10320",21,35,8,"hatte,",537,"c","S1012"
"10321",21,35,9,"wurde",557,"c","S1012"
"10322",21,35,10,"überfallen.",737,"c","S1012"
"10372",21,12,0,"Die",444,"c","S1012"
"10373",21,12,1,"Schwiegertochter",491,"c","S1012"
"10374",21,12,2,"des",418,"c","S1012"
"10375",21,12,3,"Gittaristen,",445,"c","S1012"
"10376",21,12,4,"die",437,"c","S1012"
"10377",21,12,5,"einen",509,"c","S1012"
"10378",21,12,6,"ausgezeichneten",444,"c","S1012"
"10379",21,12,7,"Geschmack",446,"c","S1012"
"10380",21,12,8,"hatte,",426,"c","S1012"
"10381",21,12,9,"lachte",408,"c","S1012"
"10382",21,12,10,"eigentlich",443,"c","S1012"
"10383",21,12,11,"ständig.",527,"c","S1012"
"10384",21,23,0,"Die",541,"c","S1012"
"10385",21,23,1,"Steuerberaterin",625,"c","S1012"
"10386",21,23,2,"des",575,"c","S1012"
"10387",21,23,3,"Psychologen,",650,"c","S1012"
"10388",21,23,4,"die",511,"c","S1012"
"10389",21,23,5,"beschämend",541,"c","S1012"
"10390",21,23,6,"vernachlässigte",460,"c","S1012"
"10391",21,23,7,"Zähne",521,"c","S1012"
"10392",21,23,8,"hatte,",505,"c","S1012"
"10393",21,23,9,"hat",435,"c","S1012"
"10394",21,23,10,"eine",442,"c","S1012"
"10395",21,23,11,"Stauballergie.",573,"c","S1012"
"10445",21,24,0,"Die",372,"c","S1012"
"10446",21,24,1,"Patientin",427,"c","S1012"
"10447",21,24,2,"des",405,"c","S1012"
"10448",21,24,3,"Logopäden,",418,"c","S1012"
"10449",21,24,4,"die",388,"c","S1012"
"10450",21,24,5,"eine",405,"c","S1012"
"10451",21,24,6,"sportliche",420,"c","S1012"
"10452",21,24,7,"Figur",392,"c","S1012"
"10453",21,24,8,"hatte,",393,"c","S1012"
"10454",21,24,9,"spielte",339,"c","S1012"
"10455",21,24,10,"sehr",391,"c","S1012"
"10456",21,24,11,"gerne",393,"c","S1012"
"10457",21,24,12,"Klavier.",417,"c","S1012"
"10533",21,11,0,"Die",354,"c","S1012"
"10534",21,11,1,"Vertraute",632,"c","S1012"
"10535",21,11,2,"des",530,"c","S1012"
"10536",21,11,3,"Richters,",533,"c","S1012"
"10537",21,11,4,"die",417,"c","S1012"
"10538",21,11,5,"viele",424,"c","S1012"
"10539",21,11,6,"gute",455,"c","S1012"
"10540",21,11,7,"Einfälle",394,"c","S1012"
"10541",21,11,8,"hatte,",360,"c","S1012"
"10542",21,11,9,"kannte",343,"c","S1012"
"10543",21,11,10,"viele",352,"c","S1012"
"10544",21,11,11,"Geheimnisse.",553,"c","S1012"
"5809",22,13,0,"Der",478,"d","S1013"
"5810",22,13,1,"Bedienstete",699,"d","S1013"
"5811",22,13,2,"des",709,"d","S1013"
"5812",22,13,3,"Grafen,",495,"d","S1013"
"5813",22,13,4,"der",518,"d","S1013"
"5814",22,13,5,"extrem",469,"d","S1013"
"5815",22,13,6,"laute",429,"d","S1013"
"5816",22,13,7,"Kinder",400,"d","S1013"
"5817",22,13,8,"hatte,",484,"d","S1013"
"5818",22,13,9,"konnte",468,"d","S1013"
"5819",22,13,10,"nicht",511,"d","S1013"
"5820",22,13,11,"mehr.",519,"d","S1013"
"5908",22,24,0,"Der",573,"d","S1013"
"5909",22,24,1,"Patient",545,"d","S1013"
"5910",22,24,2,"des",584,"d","S1013"
"5911",22,24,3,"Logopäden,",971,"d","S1013"
"5912",22,24,4,"der",629,"d","S1013"
"5913",22,24,5,"eine",501,"d","S1013"
"5914",22,24,6,"sportliche",548,"d","S1013"
"5915",22,24,7,"Figur",568,"d","S1013"
"5916",22,24,8,"hatte,",1187,"d","S1013"
"5917",22,24,9,"spielte",574,"d","S1013"
"5918",22,24,10,"sehr",515,"d","S1013"
"5919",22,24,11,"gerne",483,"d","S1013"
"5920",22,24,12,"Klavier.",516,"d","S1013"
"5944",22,25,0,"Der",529,"d","S1013"
"5945",22,25,1,"Onkel",644,"d","S1013"
"5946",22,25,2,"des",552,"d","S1013"
"5947",22,25,3,"Kassierers,",1750,"d","S1013"
"5948",22,25,4,"der",510,"d","S1013"
"5949",22,25,5,"ein",483,"d","S1013"
"5950",22,25,6,"auffälliges",557,"d","S1013"
"5951",22,25,7,"Muttermal",566,"d","S1013"
"5952",22,25,8,"hatte,",499,"d","S1013"
"5953",22,25,9,"hat",529,"d","S1013"
"5954",22,25,10,"das",477,"d","S1013"
"5955",22,25,11,"Rauchen",559,"d","S1013"
"5956",22,25,12,"aufgegeben.",1005,"d","S1013"
"5957",22,1,0,"Der",495,"d","S1013"
"5958",22,1,1,"Bruder",564,"d","S1013"
"5959",22,1,2,"des",564,"d","S1013"
"5960",22,1,3,"Schneiders,",1352,"d","S1013"
"5961",22,1,4,"der",577,"d","S1013"
"5962",22,1,5,"hübsche",629,"d","S1013"
"5963",22,1,6,"schwarze",515,"d","S1013"
"5964",22,1,7,"Locken",553,"d","S1013"
"5965",22,1,8,"hatte,",1045,"d","S1013"
"5966",22,1,9,"hat",592,"d","S1013"
"5967",22,1,10,"sich",542,"d","S1013"
"5968",22,1,11,"verlobt.",542,"d","S1013"
"6056",22,36,0,"Der",474,"d","S1013"
"6057",22,36,1,"Visagist",564,"d","S1013"
"6058",22,36,2,"des",478,"d","S1013"
"6059",22,36,3,"Bürgermeisters,",1397,"d","S1013"
"6060",22,36,4,"der",461,"d","S1013"
"6061",22,36,5,"beeindruckend",532,"d","S1013"
"6062",22,36,6,"viel",503,"d","S1013"
"6063",22,36,7,"Ehrgeiz",500,"d","S1013"
"6064",22,36,8,"hatte,",476,"d","S1013"
"6065",22,36,9,"schrieb",513,"d","S1013"
"6066",22,36,10,"Gedichte.",586,"d","S1013"
"6094",22,12,0,"Der",488,"d","S1013"
"6095",22,12,1,"Schwiegersohn",999,"d","S1013"
"6096",22,12,2,"des",518,"d","S1013"
"6097",22,12,3,"Gittaristen,",1574,"d","S1013"
"6098",22,12,4,"der",553,"d","S1013"
"6099",22,12,5,"einen",527,"d","S1013"
"6100",22,12,6,"ausgezeichneten",497,"d","S1013"
"6101",22,12,7,"Geschmack",478,"d","S1013"
"6102",22,12,8,"hatte,",537,"d","S1013"
"6103",22,12,9,"lachte",536,"d","S1013"
"6104",22,12,10,"eigentlich",483,"d","S1013"
"6105",22,12,11,"ständig.",562,"d","S1013"
"966",11,24,0,"Der",379,"d","S1014"
"967",11,24,1,"Patient",420,"d","S1014"
"968",11,24,2,"des",549,"d","S1014"
"969",11,24,3,"Logopäden,",586,"d","S1014"
"970",11,24,4,"der",575,"d","S1014"
"971",11,24,5,"eine",359,"d","S1014"
"972",11,24,6,"sportliche",413,"d","S1014"
"973",11,24,7,"Figur",336,"d","S1014"
"974",11,24,8,"hatte,",396,"d","S1014"
"975",11,24,9,"spielte",526,"d","S1014"
"976",11,24,10,"sehr",520,"d","S1014"
"977",11,24,11,"gerne",313,"d","S1014"
"978",11,24,12,"Klavier.",567,"d","S1014"
"1142",11,12,0,"Der",448,"d","S1014"
"1143",11,12,1,"Schwiegersohn",965,"d","S1014"
"1144",11,12,2,"des",492,"d","S1014"
"1145",11,12,3,"Gittaristen,",2216,"d","S1014"
"1146",11,12,4,"der",638,"d","S1014"
"1147",11,12,5,"einen",529,"d","S1014"
"1148",11,12,6,"ausgezeichneten",525,"d","S1014"
"1149",11,12,7,"Geschmack",561,"d","S1014"
"1150",11,12,8,"hatte,",311,"d","S1014"
"1151",11,12,9,"lachte",2554,"d","S1014"
"1152",11,12,10,"eigentlich",568,"d","S1014"
"1153",11,12,11,"ständig.",651,"d","S1014"
"1180",11,35,0,"Der",521,"d","S1014"
"1181",11,35,1,"Optiker",513,"d","S1014"
"1182",11,35,2,"des",583,"d","S1014"
"1183",11,35,3,"Verkäufers,",505,"d","S1014"
"1184",11,35,4,"der",350,"d","S1014"
"1185",11,35,5,"eine",523,"d","S1014"
"1186",11,35,6,"schwerwiegende",499,"d","S1014"
"1187",11,35,7,"Depression",363,"d","S1014"
"1188",11,35,8,"hatte,",442,"d","S1014"
"1189",11,35,9,"wurde",431,"d","S1014"
"1190",11,35,10,"überfallen.",452,"d","S1014"
"1252",11,11,0,"Der",368,"d","S1014"
"1253",11,11,1,"Vertraute",428,"d","S1014"
"1254",11,11,2,"des",571,"d","S1014"
"1255",11,11,3,"Richters,",586,"d","S1014"
"1256",11,11,4,"der",449,"d","S1014"
"1257",11,11,5,"viele",167,"d","S1014"
"1258",11,11,6,"gute",544,"d","S1014"
"1259",11,11,7,"Einfälle",409,"d","S1014"
"1260",11,11,8,"hatte,",624,"d","S1014"
"1261",11,11,9,"kannte",475,"d","S1014"
"1262",11,11,10,"viele",170,"d","S1014"
"1263",11,11,11,"Geheimnisse.",576,"d","S1014"
"1264",11,36,0,"Der",497,"d","S1014"
"1265",11,36,1,"Visagist",285,"d","S1014"
"1266",11,36,2,"des",479,"d","S1014"
"1267",11,36,3,"Bürgermeisters,",810,"d","S1014"
"1268",11,36,4,"der",455,"d","S1014"
"1269",11,36,5,"beeindruckend",347,"d","S1014"
"1270",11,36,6,"viel",375,"d","S1014"
"1271",11,36,7,"Ehrgeiz",412,"d","S1014"
"1272",11,36,8,"hatte,",387,"d","S1014"
"1273",11,36,9,"schrieb",549,"d","S1014"
"1274",11,36,10,"Gedichte.",661,"d","S1014"
"1312",11,23,0,"Der",470,"d","S1014"
"1313",11,23,1,"Steuerberater",170,"d","S1014"
"1314",11,23,2,"des",552,"d","S1014"
"1315",11,23,3,"Psychologen,",171,"d","S1014"
"1316",11,23,4,"der",681,"d","S1014"
"1317",11,23,5,"beschämend",553,"d","S1014"
"1318",11,23,6,"vernachlässigte",161,"d","S1014"
"1319",11,23,7,"Zähne",659,"d","S1014"
"1320",11,23,8,"hatte,",697,"d","S1014"
"1321",11,23,9,"hat",604,"d","S1014"
"1322",11,23,10,"eine",189,"d","S1014"
"1323",11,23,11,"Stauballergie.",419,"d","S1014"
"9803",20,2,0,"Der",1050,"d","S1015"
"9804",20,2,1,"Buchhalter",989,"d","S1015"
"9805",20,2,2,"des",1156,"d","S1015"
"9806",20,2,3,"Unternehmers,",578,"d","S1015"
"9807",20,2,4,"der",743,"d","S1015"
"9808",20,2,5,"viel",942,"d","S1015"
"9809",20,2,6,"goldenen",521,"d","S1015"
"9810",20,2,7,"Schmuck",657,"d","S1015"
"9811",20,2,8,"hat,",462,"d","S1015"
"9812",20,2,9,"hat",471,"d","S1015"
"9813",20,2,10,"momentan",547,"d","S1015"
"9814",20,2,11,"Urlaub.",617,"d","S1015"
"9941",20,27,0,"Der",497,"d","S1015"
"9942",20,27,1,"Arzt",474,"d","S1015"
"9943",20,27,2,"des",491,"d","S1015"
"9944",20,27,3,"Bauern,",498,"d","S1015"
"9945",20,27,4,"der",598,"d","S1015"
"9946",20,27,5,"weithin",436,"d","S1015"
"9947",20,27,6,"bekannte",483,"d","S1015"
"9948",20,27,7,"Vorfahren",819,"d","S1015"
"9949",20,27,8,"hatte,",490,"d","S1015"
"9950",20,27,9,"war",528,"d","S1015"
"9951",20,27,10,"sehr",741,"d","S1015"
"9952",20,27,11,"neugierig.",561,"d","S1015"
"9966",20,15,0,"Der",422,"d","S1015"
"9967",20,15,1,"Angestellte",490,"d","S1015"
"9968",20,15,2,"des",507,"d","S1015"
"9969",20,15,3,"Bäckers,",547,"d","S1015"
"9970",20,15,4,"der",531,"d","S1015"
"9971",20,15,5,"regelmässig",548,"d","S1015"
"9972",20,15,6,"starke",556,"d","S1015"
"9973",20,15,7,"Hustenanfälle",605,"d","S1015"
"9974",20,15,8,"hat,",599,"d","S1015"
"9975",20,15,9,"überlegt",448,"d","S1015"
"9976",20,15,10,"zu",671,"d","S1015"
"9977",20,15,11,"kündigen.",466,"d","S1015"
"10043",20,3,0,"Der",425,"d","S1015"
"10044",20,3,1,"Verleger",525,"d","S1015"
"10045",20,3,2,"des",532,"d","S1015"
"10046",20,3,3,"Autors,",592,"d","S1015"
"10047",20,3,4,"der",560,"d","S1015"
"10048",20,3,5,"einen",679,"d","S1015"
"10049",20,3,6,"österreichischen",609,"d","S1015"
"10050",20,3,7,"Akzent",696,"d","S1015"
"10051",20,3,8,"hatte,",694,"d","S1015"
"10052",20,3,9,"hat",424,"d","S1015"
"10053",20,3,10,"sich",445,"d","S1015"
"10054",20,3,11,"gemeldet.",960,"d","S1015"
"10067",20,26,0,"Der",437,"d","S1015"
"10068",20,26,1,"Freund",476,"d","S1015"
"10069",20,26,2,"des",545,"d","S1015"
"10070",20,26,3,"Tänzers,",591,"d","S1015"
"10071",20,26,4,"der",513,"d","S1015"
"10072",20,26,5,"eine",571,"d","S1015"
"10073",20,26,6,"unheilbare",533,"d","S1015"
"10074",20,26,7,"Krankheit",559,"d","S1015"
"10075",20,26,8,"hatte,",386,"d","S1015"
"10076",20,26,9,"hört",415,"d","S1015"
"10077",20,26,10,"gerne",787,"d","S1015"
"10078",20,26,11,"Rockmusik.",495,"d","S1015"
"10153",20,14,0,"Der",466,"d","S1015"
"10154",20,14,1,"Klassenlehrer",809,"d","S1015"
"10155",20,14,2,"des",576,"d","S1015"
"10156",20,14,3,"Schülers,",561,"d","S1015"
"10157",20,14,4,"der",597,"d","S1015"
"10158",20,14,5,"mehrere",664,"d","S1015"
"10159",20,14,6,"langhaarige",621,"d","S1015"
"10160",20,14,7,"Hunde",550,"d","S1015"
"10161",20,14,8,"hatte,",664,"d","S1015"
"10162",20,14,9,"mag",536,"d","S1015"
"10163",20,14,10,"ausgefallene",562,"d","S1015"
"10164",20,14,11,"Brillen.",1068,"d","S1015"
"48",1,33,0,"Der",447,"d","S1016"
"49",1,33,1,"Mentor",257,"d","S1016"
"50",1,33,2,"des",453,"d","S1016"
"51",1,33,3,"Doktoranden,",276,"d","S1016"
"52",1,33,4,"der",221,"d","S1016"
"53",1,33,5,"zwei",903,"d","S1016"
"54",1,33,6,"kleine",629,"d","S1016"
"55",1,33,7,"Kinder",549,"d","S1016"
"56",1,33,8,"hatte,",1334,"d","S1016"
"57",1,33,9,"war",1174,"d","S1016"
"58",1,33,10,"kurz",571,"d","S1016"
"59",1,33,11,"vor",548,"d","S1016"
"60",1,33,12,"dem",367,"d","S1016"
"61",1,33,13,"Verzweifeln.",1031,"d","S1016"
"127",1,34,0,"Der",367,"d","S1016"
"128",1,34,1,"Cousin",336,"d","S1016"
"129",1,34,2,"des",424,"d","S1016"
"130",1,34,3,"Schriftstellers,",354,"d","S1016"
"131",1,34,4,"der",635,"d","S1016"
"132",1,34,5,"eine",243,"d","S1016"
"133",1,34,6,"tragische",500,"d","S1016"
"134",1,34,7,"Vergangenheit",597,"d","S1016"
